CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name
20704,MR.,SHANE,RODRIGUEZ,2/21/1963,M,M,shane22@adventure-works.com,"$70,000 ",4,Bachelors,Professional,Y,SHANE  RODRIGUEZ
20705,MR.,KEVIN,ROBERTS,09-02-1968,M,M,kevin41@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,KEVIN  ROBERTS
20706,MS.,HALEY,GONZALEZ,3/18/1968,S,F,haley48@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,HALEY  GONZALEZ
20707,MS.,DANIELLE,STEWART,01-08-1968,S,F,danielle26@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,DANIELLE  STEWART
20708,MR.,DEVIN,THOMPSON,09-10-1963,S,M,devin14@adventure-works.com,"$70,000 ",4,Bachelors,Professional,Y,DEVIN  THOMPSON
20709,MR.,SAMUEL,EVANS,06-12-1963,M,M,samuel31@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,SAMUEL  EVANS
20710,MR.,ANDRES,RAJE,11-08-1974,M,M,andres11@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,ANDRES  RAJE
20711,MRS.,EBONY,SANZ,01-05-1974,M,F,ebony41@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,EBONY  SANZ
20712,MR.,COLIN,HUANG,7/21/1974,M,M,colin6@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,COLIN  HUANG
20713,MS.,KATHLEEN,GILL,9/16/1972,S,F,kathleen15@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N,KATHLEEN  GILL
20714,MS.,CHRISTINE,BECK,7/16/1972,S,F,christine15@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,CHRISTINE  BECK
20715,MR.,HENRY,KAPOOR,6/22/1972,S,M,henry3@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,HENRY  KAPOOR
20716,MRS.,KRISTINA,ARUN,9/13/1973,M,F,kristina7@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,KRISTINA  ARUN
20717,MS.,CHELSEA,RAY,03-06-1973,S,F,chelsea12@adventure-works.com,"$40,000 ",0,Graduate Degree,Skilled Manual,N,CHELSEA  RAY
20718,MR.,RICKY,RUIZ,12/24/1972,S,M,ricky2@adventure-works.com,"$30,000 ",0,High School,Manual,Y,RICKY  RUIZ
20719,MR.,LAWRENCE,ALVAREZ,8/20/1972,S,M,lawrence2@adventure-works.com,"$30,000 ",0,High School,Manual,N,LAWRENCE  ALVAREZ
20720,MS.,REGINA,SUBRAM,07-04-1972,S,F,regina12@adventure-works.com,"$30,000 ",0,High School,Manual,N,REGINA  SUBRAM
20721,MS.,HAILEY,PERRY,07-09-1971,S,F,hailey29@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y,HAILEY  PERRY
20722,MRS.,KELLIE,SERRANO,4/24/1972,S,F,kellie15@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,KELLIE  SERRANO
20723,MR.,CEDRIC,ZHU,12/26/1971,S,M,cedric13@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,CEDRIC  ZHU
20724,MS.,EBONY,VANCE,01-08-1971,S,F,ebony3@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,EBONY  VANCE
20725,MS.,LINDA,ROMERO,04-04-1971,S,F,linda24@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,LINDA  ROMERO
20726,MS.,BETH,ROMERO,8/18/1971,S,F,beth11@adventure-works.com,"$30,000 ",0,High School,Manual,N,BETH  ROMERO
20727,MR.,ARTURO,YE,1/13/1970,S,M,arturo10@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,ARTURO  YE
20728,MR.,CEDRIC,CHANDE,12/14/1970,S,M,cedric33@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CEDRIC  CHANDE
20729,MRS.,AIMEE,ZHOU,10/20/1971,M,F,aimee7@adventure-works.com,"$40,000 ",2,Partial College,Clerical,N,AIMEE  ZHOU
20730,MR.,AARON,SHAN,6/15/1971,S,M,aaron31@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,AARON  SHAN
20731,MR.,ANDRE,KOVÁR,6/14/1970,S,M,andre4@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N,ANDRE  KOVÁR
20732,MR.,JOSHUA,WALKER,3/25/1975,S,M,joshua25@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y,JOSHUA  WALKER
20733,MRS.,SHEENA,LUO,12-07-1974,S,F,sheena5@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y,SHEENA  LUO
20734,MR.,LUIS,PHILLIPS,7/17/1974,M,M,luis38@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,LUIS  PHILLIPS
20735,MS.,CAITLIN,COOPER,10/23/1974,M,F,caitlin15@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,CAITLIN  COOPER
20736,MRS.,ALEXANDRA,HOWARD,6/13/1975,S,F,alexandra15@adventure-works.com,"$40,000 ",4,Partial College,Clerical,Y,ALEXANDRA  HOWARD
20737,MRS.,VICTORIA,GRIFFIN,07-03-1929,M,F,victoria67@adventure-works.com,"$20,000 ",2,Partial College,Clerical,N,VICTORIA  GRIFFIN
20738,MR.,ALEX,KELLY,7/22/1966,M,M,alex5@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,ALEX  KELLY
20739,MRS.,KAITLYN,CARTER,9/24/1953,S,F,kaitlyn8@adventure-works.com,"$10,000 ",2,High School,Manual,Y,KAITLYN  CARTER
20740,MRS.,KATHRYN,SHARMA,06-09-1953,M,F,kathryn8@adventure-works.com,"$10,000 ",2,High School,Manual,Y,KATHRYN  SHARMA
20741,MRS.,JOCELYN,FOSTER,9/26/1953,S,F,jocelyn15@adventure-works.com,"$20,000 ",2,High School,Manual,Y,JOCELYN  FOSTER
20742,MRS.,ISABELLA,STEWART,2/17/1953,M,F,isabella81@adventure-works.com,"$20,000 ",2,High School,Manual,N,ISABELLA  STEWART
20743,MRS.,ARIANNA,HOWARD,7/14/1953,M,F,arianna33@adventure-works.com,"$20,000 ",2,High School,Manual,N,ARIANNA  HOWARD
20744,MRS.,AMANDA,BARNES,03-01-1953,M,F,amanda24@adventure-works.com,"$20,000 ",2,High School,Manual,N,AMANDA  BARNES
20745,MRS.,MARIAH,PRICE,06-04-1954,M,F,mariah4@adventure-works.com,"$20,000 ",2,Partial High School,Manual,N,MARIAH  PRICE
20746,MRS.,CHRISTINA,TORRES,2/27/1954,M,F,christina11@adventure-works.com,"$20,000 ",2,Partial High School,Manual,N,CHRISTINA  TORRES
20747,MRS.,MELODY,VAZQUEZ,11/25/1954,M,F,melody15@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,N,MELODY  VAZQUEZ
20748,MRS.,STEPHANIE,WATSON,10-05-1954,S,F,stephanie24@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,Y,STEPHANIE  WATSON
20749,MRS.,JOAN,MORGAN,4/15/1954,M,F,joan11@adventure-works.com,"$30,000 ",1,High School,Clerical,Y,JOAN  MORGAN
20750,MRS.,KATHERINE,KING,9/26/1954,M,F,katherine67@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,KATHERINE  KING
20751,MR.,JERMAINE,ARTHUR,10/20/1955,M,M,jermaine5@adventure-works.com,"$30,000 ",1,High School,Clerical,N,JERMAINE  ARTHUR
20752,MR.,CHRISTIAN,SIMMONS,9/15/1955,M,M,christian2@adventure-works.com,"$30,000 ",1,High School,Clerical,N,CHRISTIAN  SIMMONS
20753,MRS.,TAYLOR,KELLY,11/22/1955,M,F,taylor23@adventure-works.com,"$30,000 ",1,High School,Clerical,N,TAYLOR  KELLY
20754,MR.,IAN,DAVIS,05-12-1955,M,M,ian6@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,IAN  DAVIS
20755,MR.,ALEX,LOPEZ,06-04-1955,M,M,alex41@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,ALEX  LOPEZ
20756,MR.,MARCUS,GRIFFIN,1/25/1956,M,M,marcus70@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,N,MARCUS  GRIFFIN
20757,MRS.,ALEXIA,POWELL,6/17/1956,M,F,alexia8@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,N,ALEXIA  POWELL
20758,MR.,JESSE,SANDERS,03-05-1956,M,M,jesse3@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,JESSE  SANDERS
20759,MRS.,TERESA,SERRANO,5/20/1956,M,F,teresa17@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,TERESA  SERRANO
20760,MR.,THOMAS,ALEXANDER,9/19/1956,M,M,thomas21@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,THOMAS  ALEXANDER
20761,MR.,JONATHAN,WASHINGTON,11-12-1956,M,M,jonathan13@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,JONATHAN  WASHINGTON
20762,MRS.,JENNIFER,KING,10-12-1957,M,F,jennifer22@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,JENNIFER  KING
20763,MR.,LUCAS,CARTER,8/13/1957,M,M,lucas2@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,LUCAS  CARTER
20764,MR.,CHRISTIAN,TAYLOR,1/16/1957,M,M,christian43@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,N,CHRISTIAN  TAYLOR
20765,MR.,WYATT,LOPEZ,5/19/1957,M,M,wyatt31@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y,WYATT  LOPEZ
20766,MR.,CHARLES,MORGAN,04-10-1958,M,M,charles61@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CHARLES  MORGAN
20767,MRS.,RACHEL,THOMAS,9/23/1958,S,F,rachel13@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,RACHEL  THOMAS
20769,MRS.,MICHELLE,SANDERS,04-03-1958,M,F,michelle5@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,MICHELLE  SANDERS
20770,MR.,CARLOS,MITCHELL,5/14/1958,M,M,carlos40@adventure-works.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y,CARLOS  MITCHELL
20771,MRS.,MADELINE,EDWARDS,12/15/1958,M,F,madeline1@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y,MADELINE  EDWARDS
20772,MRS.,SAMANTHA,GARCIA,04-08-1958,S,F,samantha18@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y,SAMANTHA  GARCIA
20773,MRS.,NATALIE,RODRIGUEZ,03-08-1958,S,F,natalie87@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,N,NATALIE  RODRIGUEZ
20774,MR.,ANTHONY,MILLER,07-07-1958,S,M,anthony15@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y,ANTHONY  MILLER
20775,MR.,BRUCE,ALONSO,6/24/1959,M,M,bruce30@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,BRUCE  ALONSO
20776,MRS.,HALEY,LONG,10-11-1959,M,F,haley28@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,HALEY  LONG
20777,MRS.,CARLY,SHARMA,10-08-1959,M,F,carly9@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,CARLY  SHARMA
20778,MR.,SETH,RAMIREZ,10-04-1959,M,M,seth80@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,SETH  RAMIREZ
20780,MR.,MICHAEL,WHITE,1/23/1959,M,M,michael44@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,MICHAEL  WHITE
20781,MRS.,KAYLA,LEE,10-11-1959,M,F,kayla21@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,KAYLA  LEE
20782,MR.,ALAN,YE,05-07-1959,M,M,alan13@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,ALAN  YE
20783,MRS.,AMANDA,COLLINS,3/17/1959,M,F,amanda46@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,AMANDA  COLLINS
20784,MR.,EDUARDO,WALKER,2/21/1959,M,M,eduardo22@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,EDUARDO  WALKER
20786,MR.,MARCUS,PEREZ,11/20/1972,M,M,marcus40@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,MARCUS  PEREZ
20787,MS.,BRIDGET,PAL,08-03-1973,M,F,bridget14@adventure-works.com,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,BRIDGET  PAL
20788,MRS.,SARA,GONZALEZ,7/16/1973,S,F,sara34@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y,SARA  GONZALEZ
20789,MR.,MIGUEL,WILLIAMS,7/15/1973,M,M,miguel1@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,N,MIGUEL  WILLIAMS
20790,MRS.,KAYLA,HARRISON,06-06-1973,M,F,kayla14@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y,KAYLA  HARRISON
20791,MR.,RYAN,PATTERSON,02-05-1973,M,M,ryan13@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y,RYAN  PATTERSON
20792,MRS.,HAILEY,RIVERA,07-04-1971,M,F,hailey8@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,HAILEY  RIVERA
20793,MR.,GARY,MARTIN,10-04-1970,S,M,gary10@adventure-works.com,"$10,000 ",0,Graduate Degree,Manual,Y,GARY  MARTIN
20794,MRS.,BRENDA,RANA,02-08-1962,M,F,brenda15@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y,BRENDA  RANA
20795,MR.,EMMANUEL,SUBRAM,5/18/1962,S,M,emmanuel12@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y,EMMANUEL  SUBRAM
20796,MRS.,CLAUDIA,GUO,8/16/1961,S,F,claudia15@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y,CLAUDIA  GUO
20797,MRS.,DAWN,HU,8/22/1958,M,F,dawn22@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y,DAWN  HU
20798,MR.,MATHEW,MUNOZ,09-04-1958,M,M,mathew3@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y,MATHEW  MUNOZ
20799,MR.,PETER,RAJE,8/24/1958,M,M,peter19@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,PETER  RAJE
20800,MR.,CONNOR,JENKINS,11/16/1957,M,M,connor3@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y,CONNOR  JENKINS
20801,MR.,RONALD,CHANDRA,11/24/1957,S,M,ronald4@adventure-works.com,"$10,000 ",1,Partial College,Manual,Y,RONALD  CHANDRA
20802,MR.,JON,LI,2/24/1957,S,M,jon22@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,JON  LI
20803,MRS.,NICOLE,RODRIGUEZ,2/16/1956,S,F,nicole20@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,NICOLE  RODRIGUEZ
20804,MRS.,KATELYN,TORRES,11-11-1955,M,F,katelyn12@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,KATELYN  TORRES
20805,MR.,BRANDON,WILLIAMS,09-12-1955,M,M,brandon40@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,BRANDON  WILLIAMS
20806,MR.,JAMES,LOPEZ,2/26/1955,M,M,james69@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,JAMES  LOPEZ
20807,MR.,JORDAN,FOSTER,07-03-1955,M,M,jordan13@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,JORDAN  FOSTER
20808,MRS.,JULIE,JAI,5/18/1955,M,F,julie16@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,JULIE  JAI
20809,MR.,BENJAMIN,ANDERSON,5/13/1954,M,M,benjamin44@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,BENJAMIN  ANDERSON
20810,MRS.,BRITTNEY,HE,12/23/1941,M,F,brittney17@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,BRITTNEY  HE
20811,MR.,CALVIN,SHAN,7/18/1942,S,M,calvin10@adventure-works.com,"$40,000 ",1,Graduate Degree,Clerical,Y,CALVIN  SHAN
20812,MR.,PRESTON,PRASAD,2/17/1980,S,M,preston8@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,PRESTON  PRASAD
20813,MR.,MICHAEL,ROTHKUGEL,04-12-1979,M,M,michael22@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MICHAEL  ROTHKUGEL
20814,MS.,MARGARET,LU,04-01-1979,S,F,margaret17@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MARGARET  LU
20815,MS.,TRACY,ANDERSEN,02-05-1979,S,F,tracy12@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,TRACY  ANDERSEN
20816,MR.,CONNOR,ROSS,07-12-1980,M,M,connor0@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,CONNOR  ROSS
20817,MR.,GEOFFREY,RODRIGUEZ,04-07-1978,S,M,geoffrey17@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,GEOFFREY  RODRIGUEZ
20818,MS.,RACHEL,POWELL,7/13/1977,S,F,rachel56@adventure-works.com,"$10,000 ",0,High School,Manual,N,RACHEL  POWELL
20819,MR.,RAYMOND,MADAN,2/21/1979,S,M,raymond9@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,RAYMOND  MADAN
20820,MS.,KATHLEEN,RUBIO,6/14/1979,M,F,kathleen20@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,KATHLEEN  RUBIO
20821,MR.,HANY,MORCOS,8/25/1978,M,M,hany0@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,HANY  MORCOS
20822,MR.,SHANNON,RUIZ,08-03-1977,S,M,shannon24@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,SHANNON  RUIZ
20823,MR.,TROY,MARTINEZ,4/28/1977,M,M,troy19@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,TROY  MARTINEZ
20824,MR.,DEREK,XU,05-10-1943,S,M,derek5@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,DEREK  XU
20825,MRS.,PAMELA,KAPOOR,12-04-1943,M,F,pamela4@adventure-works.com,"$40,000 ",1,Graduate Degree,Clerical,Y,PAMELA  KAPOOR
20826,MRS.,JILLIAN,RAMAN,05-12-1961,S,F,jillian13@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,JILLIAN  RAMAN
20827,MRS.,JILLIAN,PEREZ,09-06-1961,S,F,jillian21@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,JILLIAN  PEREZ
20828,MRS.,JACLYN,SHAN,2/17/1961,M,F,jaclyn34@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,JACLYN  SHAN
20829,MR.,ANDY,DIAZ,11/15/1961,M,M,andy7@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,ANDY  DIAZ
20830,MRS.,WHITNEY,MARTINEZ,1/19/1961,M,F,whitney16@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,WHITNEY  MARTINEZ
20831,MR.,DREW,XU,06-06-1961,M,M,drew5@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,DREW  XU
20832,MR.,KELVIN,TANG,05-09-1961,S,M,kelvin1@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,KELVIN  TANG
20833,MR.,DOUGLAS,SAI,05-11-1960,S,M,douglas9@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,DOUGLAS  SAI
20834,MRS.,BRENDA,KAPOOR,7/27/1960,S,F,brenda5@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,BRENDA  KAPOOR
20835,MR.,RUBEN,GUTIERREZ,6/14/1959,M,M,ruben34@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,RUBEN  GUTIERREZ
20836,MR.,STANLEY,CHANDRA,9/23/1959,M,M,stanley2@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,STANLEY  CHANDRA
20837,MR.,JIMMY,RUBIO,09-01-1959,M,M,jimmy25@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,JIMMY  RUBIO
20838,MRS.,CHLOE,JONES,4/17/1959,S,F,chloe37@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,CHLOE  JONES
20839,MRS.,COURTNEY,LOPEZ,4/14/1959,S,F,courtney17@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,COURTNEY  LOPEZ
20840,MRS.,ALISON,XIE,02-06-1958,S,F,alison2@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,ALISON  XIE
20841,MR.,JÉSUS,ALONSO,11-05-1958,S,M,jésus7@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y,JÉSUS  ALONSO
20842,MR.,TYRONE,MORENO,10-04-1960,S,M,tyrone6@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,TYRONE  MORENO
20843,MR.,JOSE,SHAN,03-05-1960,M,M,jose25@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,JOSE  SHAN
20844,MR.,NICOLAS,PAL,3/24/1959,M,M,nicolas10@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,NICOLAS  PAL
20845,MR.,BARRY,MALHOTRA,5/21/1959,M,M,barry5@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,BARRY  MALHOTRA
20846,MR.,LEE,ALONSO,3/27/1959,M,M,lee6@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,LEE  ALONSO
20847,MR.,KYLE,YOUNG,02-05-1959,M,M,kyle44@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,KYLE  YOUNG
20848,MR.,VINCENT,LIU,6/17/1958,M,M,vincent4@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,VINCENT  LIU
20849,MS.,FAITH,WASHINGTON,1/24/1970,S,F,faith12@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,FAITH  WASHINGTON
20851,MR.,FRANK,SANZ,05-07-1970,S,M,frank28@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,FRANK  SANZ
20852,MS.,YOLANDA,RAJE,07-06-1970,M,F,yolanda13@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,YOLANDA  RAJE
20853,MR.,JARROD,RANA,10-08-1970,M,M,jarrod11@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,N,JARROD  RANA
20854,MRS.,KARA,RAJI,02-02-1969,S,F,kara19@adventure-works.com,"$10,000 ",2,High School,Manual,Y,KARA  RAJI
20855,MS.,ABIGAIL,ROSS,03-06-1970,M,F,abigail29@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,ABIGAIL  ROSS
20856,MS.,TIFFANY,HU,07-10-1969,S,F,tiffany21@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,TIFFANY  HU
20857,MR.,JERRY,BECKER,10/19/1969,S,M,jerry21@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,JERRY  BECKER
20858,MR.,DAMIEN,STONE,05-01-1969,M,M,damien17@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,DAMIEN  STONE
20859,MR.,ROY,ROMERO,09-07-1969,S,M,roy29@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,N,ROY  ROMERO
20860,MR.,PRESTON,LOPEZ,3/22/1969,S,M,preston15@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,PRESTON  LOPEZ
20861,MR.,NICOLAS,NARA,7/18/1969,M,M,nicolas15@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,NICOLAS  NARA
20862,MR.,MARSHALL,SUTTON,10-12-1969,M,M,marshall25@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MARSHALL  SUTTON
20863,MS.,ERICA,XU,8/14/1969,M,F,erica12@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,ERICA  XU
20864,MS.,GRACE,HOWARD,3/27/1969,M,F,grace37@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,GRACE  HOWARD
20865,MR.,LUIS,ROSS,9/20/1922,M,M,luis2@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,LUIS  ROSS
20866,MR.,DAVID,JONES,06-03-1922,M,M,david76@adventure-works.com,"$130,000 ",0,Bachelors,Professional,Y,DAVID  JONES
20867,MR.,NOAH,JOHNSON,4/22/1952,M,M,noah57@adventure-works.com,"$10,000 ",3,Partial College,Manual,N,NOAH  JOHNSON
20868,MRS.,MISTY,SHAN,09-10-1951,M,F,misty12@adventure-works.com,"$10,000 ",4,High School,Manual,N,MISTY  SHAN
20869,MR.,DAVID,MARTINEZ,12/26/1968,S,M,david80@adventure-works.com,"$10,000 ",2,High School,Manual,Y,DAVID  MARTINEZ
20870,MRS.,JAIME,MORENO,02-08-1968,S,F,jaime7@adventure-works.com,"$10,000 ",2,High School,Manual,Y,JAIME  MORENO
20871,MRS.,ADRIANA,ARTHUR,9/16/1968,S,F,adriana7@adventure-works.com,"$10,000 ",3,High School,Manual,Y,ADRIANA  ARTHUR
20872,MR.,THEODORE,MORENO,2/21/1968,S,M,theodore7@adventure-works.com,"$10,000 ",3,High School,Manual,Y,THEODORE  MORENO
20873,MR.,JOEL,SUBRAM,11/22/1968,M,M,joel12@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,JOEL  SUBRAM
20874,MR.,EDWIN,LAL,11/20/1968,S,M,edwin31@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,EDWIN  LAL
20875,MRS.,JULIA,WASHINGTON,12-06-1968,M,F,julia79@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,JULIA  WASHINGTON
20876,MR.,JACKSON,ALEXANDER,4/27/1968,S,M,jackson21@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,JACKSON  ALEXANDER
20877,MR.,RICHARD,ROSS,10/13/1968,S,M,richard60@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,RICHARD  ROSS
20878,MRS.,ERIKA,ORTEGA,1/25/1968,M,F,erika19@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,ERIKA  ORTEGA
20879,MS.,PAMELA,SANCHEZ,09-06-1968,M,F,pamela23@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,PAMELA  SANCHEZ
20880,MRS.,ISABELLA,WASHINGTON,4/21/1967,S,F,isabella23@adventure-works.com,"$10,000 ",3,High School,Manual,Y,ISABELLA  WASHINGTON
20881,MRS.,WENDY,NAVARRO,06-07-1967,S,F,wendy9@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,WENDY  NAVARRO
20882,MRS.,SABRINA,SUAREZ,09-11-1967,M,F,sabrina13@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,SABRINA  SUAREZ
20883,MRS.,LATOYA,RAI,11/16/1967,M,F,latoya16@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,LATOYA  RAI
20884,MR.,DARREN,SCHMIDT,01-09-1967,S,M,darren43@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N,DARREN  SCHMIDT
